2024-11-04 13:33:40,Type1,cars
2024-11-04 13:33:48,Type2,bicycles
2024-11-04 13:34:09,Type1,traffic lights
2024-11-04 13:34:13,Type1,traffic lights
2024-11-04 13:34:15,Type1,traffic lights
2024-11-04 13:34:17,Type1,traffic lights
2024-11-04 13:34:20,Type1,traffic lights
2024-11-04 13:34:22,Type1,traffic lights
2024-11-04 13:34:24,Type1,traffic lights
2024-11-04 13:34:27,Type1,traffic lights
2024-11-04 13:34:29,Type1,traffic lights
2024-11-04 13:34:31,Type1,traffic lights
2024-11-04 13:34:34,Type1,traffic lights
2024-11-04 13:34:36,Type1,traffic lights
2024-11-04 13:34:38,Type1,traffic lights
2024-11-04 13:34:40,Type1,traffic lights
2024-11-04 13:34:43,Type1,traffic lights
2024-11-04 13:34:45,Type1,traffic lights
2024-11-04 13:34:47,Type1,traffic lights
2024-11-04 13:34:50,Type1,traffic lights
2024-11-04 13:34:52,Type1,traffic lights
2024-11-04 13:34:54,Type1,traffic lights
2024-11-04 13:34:57,Type1,traffic lights
2024-11-04 13:34:59,Type1,traffic lights
2024-11-04 13:35:01,Type1,traffic lights
2024-11-04 13:35:04,Type1,traffic lights
2024-11-04 13:35:06,Type1,traffic lights
2024-11-04 13:35:08,Type1,traffic lights
2024-11-04 13:35:10,Type1,traffic lights
2024-11-04 13:35:13,Type1,traffic lights
2024-11-04 13:35:15,Type1,traffic lights
2024-11-04 13:35:17,Type1,traffic lights
2024-11-04 13:35:20,Type1,traffic lights
2024-11-04 13:35:22,Type1,traffic lights
2024-11-04 13:35:24,Type1,traffic lights
2024-11-04 13:35:26,Type1,traffic lights
2024-11-04 13:35:29,Type1,traffic lights
2024-11-04 13:35:31,Type1,traffic lights
2024-11-04 13:35:33,Type1,traffic lights
2024-11-04 13:35:36,Type1,traffic lights
2024-11-04 13:35:38,Type1,traffic lights
2024-11-04 13:35:40,Type1,traffic lights
2024-11-04 13:35:42,Type1,traffic lights
2024-11-04 13:35:45,Type1,traffic lights
2024-11-04 13:35:47,Type1,traffic lights
2024-11-04 13:35:49,Type1,traffic lights
2024-11-04 13:35:52,Type1,traffic lights
2024-11-04 13:35:54,Type1,traffic lights
2024-11-04 13:35:56,Type1,traffic lights
2024-11-04 13:35:59,Type1,traffic lights
2024-11-04 13:36:01,Type1,traffic lights
2024-11-04 13:36:03,Type1,traffic lights
2024-11-04 13:36:05,Type1,traffic lights
2024-11-04 13:36:08,Type1,traffic lights
2024-11-04 13:36:10,Type1,traffic lights
2024-11-04 13:36:12,Type1,traffic lights
2024-11-04 13:36:15,Type1,traffic lights
2024-11-04 13:36:17,Type1,traffic lights
2024-11-04 13:36:19,Type1,traffic lights
2024-11-04 13:36:22,Type1,traffic lights
2024-11-04 13:36:24,Type1,traffic lights
2024-11-04 13:36:26,Type1,traffic lights
2024-11-04 13:36:29,Type1,traffic lights
2024-11-04 13:36:31,Type1,traffic lights
2024-11-04 13:36:33,Type1,traffic lights
2024-11-04 13:36:35,Type1,traffic lights
2024-11-04 13:36:38,Type1,traffic lights
2024-11-04 13:36:40,Type1,traffic lights
2024-11-04 13:36:42,Type1,traffic lights
2024-11-04 13:36:45,Type1,traffic lights
2024-11-04 13:36:47,Type1,traffic lights
2024-11-04 13:36:49,Type1,traffic lights
2024-11-04 13:36:52,Type1,traffic lights
2024-11-04 13:36:54,Type1,traffic lights
2024-11-04 13:36:56,Type1,traffic lights
2024-11-04 13:36:58,Type1,traffic lights
2024-11-04 13:37:01,Type1,traffic lights
2024-11-04 13:37:04,Type2,motorcycles
2024-11-04 13:37:16,SOLVED,captcha solved
