2024-11-04 13:11:54,Type1,traffic lights
2024-11-04 13:11:56,Type1,traffic lights
2024-11-04 13:11:59,Type1,traffic lights
2024-11-04 13:12:01,Type1,traffic lights
2024-11-04 13:12:03,Type1,traffic lights
2024-11-04 13:12:05,Type1,traffic lights
2024-11-04 13:12:08,Type1,traffic lights
2024-11-04 13:12:10,Type1,traffic lights
2024-11-04 13:12:12,Type1,traffic lights
2024-11-04 13:12:15,Type1,traffic lights
2024-11-04 13:12:17,Type1,traffic lights
2024-11-04 13:12:19,Type1,traffic lights
2024-11-04 13:12:22,Type1,traffic lights
2024-11-04 13:12:24,Type1,traffic lights
2024-11-04 13:12:26,Type1,traffic lights
2024-11-04 13:12:29,Type1,traffic lights
2024-11-04 13:12:31,Type1,traffic lights
2024-11-04 13:12:33,Type1,traffic lights
2024-11-04 13:12:35,Type1,traffic lights
2024-11-04 13:12:38,Type1,traffic lights
2024-11-04 13:12:40,Type1,traffic lights
2024-11-04 13:12:42,Type1,traffic lights
2024-11-04 13:12:45,Type1,traffic lights
2024-11-04 13:12:47,Type1,traffic lights
2024-11-04 13:12:49,Type1,traffic lights
2024-11-04 13:12:52,Type1,traffic lights
2024-11-04 13:12:54,Type1,traffic lights
2024-11-04 13:12:56,Type1,traffic lights
2024-11-04 13:12:58,Type1,traffic lights
2024-11-04 13:13:01,Type1,traffic lights
2024-11-04 13:13:03,Type1,traffic lights
2024-11-04 13:13:05,Type1,traffic lights
2024-11-04 13:13:08,Type1,traffic lights
2024-11-04 13:13:10,Type1,traffic lights
2024-11-04 13:13:12,Type1,traffic lights
2024-11-04 13:13:15,Type1,traffic lights
2024-11-04 13:13:17,Type1,traffic lights
2024-11-04 13:13:19,Type1,traffic lights
2024-11-04 13:13:22,Type1,traffic lights
2024-11-04 13:13:24,Type1,traffic lights
2024-11-04 13:13:26,Type1,traffic lights
2024-11-04 13:13:28,Type1,traffic lights
2024-11-04 13:13:31,Type1,traffic lights
2024-11-04 13:13:33,Type1,traffic lights
2024-11-04 13:13:35,Type1,traffic lights
2024-11-04 13:13:38,Type1,traffic lights
2024-11-04 13:13:40,Type1,traffic lights
2024-11-04 13:13:42,Type1,traffic lights
2024-11-04 13:13:44,Type1,traffic lights
2024-11-04 13:13:47,Type1,traffic lights
2024-11-04 13:13:49,Type1,traffic lights
2024-11-04 13:13:51,Type1,traffic lights
2024-11-04 13:13:54,Type1,traffic lights
2024-11-04 13:13:56,Type1,traffic lights
2024-11-04 13:13:58,Type1,traffic lights
2024-11-04 13:14:01,Type1,traffic lights
2024-11-04 13:14:03,Type1,traffic lights
2024-11-04 13:14:05,Type1,traffic lights
2024-11-04 13:14:08,Type1,traffic lights
2024-11-04 13:14:10,Type1,traffic lights
2024-11-04 13:14:12,Type1,traffic lights
2024-11-04 13:14:14,Type1,traffic lights
2024-11-04 13:14:17,Type1,traffic lights
2024-11-04 13:14:19,Type1,traffic lights
2024-11-04 13:14:21,Type1,traffic lights
2024-11-04 13:14:24,Type1,traffic lights
2024-11-04 13:14:26,Type1,traffic lights
2024-11-04 13:14:28,Type1,traffic lights
2024-11-04 13:14:31,Type1,traffic lights
2024-11-04 13:14:33,Type1,traffic lights
2024-11-04 13:14:35,Type1,traffic lights
2024-11-04 13:14:37,Type1,traffic lights
2024-11-04 13:14:40,Type1,traffic lights
2024-11-04 13:14:42,Type1,traffic lights
2024-11-04 13:14:44,Type1,traffic lights
2024-11-04 13:14:47,Type1,traffic lights
2024-11-04 13:14:49,Type1,traffic lights
2024-11-04 13:14:51,Type1,traffic lights
2024-11-04 13:14:53,Type1,traffic lights
2024-11-04 13:14:56,Type1,traffic lights
2024-11-04 13:14:58,Type1,traffic lights
2024-11-04 13:15:00,Type1,traffic lights
2024-11-04 13:15:03,Type1,traffic lights
2024-11-04 13:15:05,Type1,traffic lights
2024-11-04 13:15:07,Type1,traffic lights
2024-11-04 13:15:10,Type1,traffic lights
2024-11-04 13:15:12,Type1,traffic lights
2024-11-04 13:15:14,Type1,traffic lights
2024-11-04 13:15:16,Type1,traffic lights
2024-11-04 13:15:19,Type1,traffic lights
2024-11-04 13:15:21,Type1,traffic lights
2024-11-04 13:15:23,Type1,traffic lights
2024-11-04 13:15:26,Type1,traffic lights
2024-11-04 13:15:28,Type1,traffic lights
2024-11-04 13:15:30,Type1,traffic lights
2024-11-04 13:15:33,Type1,traffic lights
2024-11-04 13:15:35,Type1,traffic lights
2024-11-04 13:15:37,Type1,traffic lights
2024-11-04 13:15:40,Type1,traffic lights
2024-11-04 13:15:42,Type1,traffic lights
2024-11-04 13:15:44,Type1,traffic lights
2024-11-04 13:15:46,Type1,traffic lights
2024-11-04 13:15:49,Type1,traffic lights
2024-11-04 13:15:51,Type1,traffic lights
2024-11-04 13:15:53,Type1,traffic lights
2024-11-04 13:15:56,Type1,traffic lights
2024-11-04 13:15:58,Type1,traffic lights
2024-11-04 13:16:00,Type1,traffic lights
2024-11-04 13:16:02,Type1,traffic lights
2024-11-04 13:16:05,Type1,traffic lights
2024-11-04 13:16:07,Type1,traffic lights
2024-11-04 13:16:09,Type1,traffic lights
2024-11-04 13:16:12,Type1,traffic lights
2024-11-04 13:16:14,Type1,traffic lights
2024-11-04 13:16:16,Type1,traffic lights
2024-11-04 13:16:19,Type1,traffic lights
2024-11-04 13:16:21,Type1,traffic lights
2024-11-04 13:16:23,Type1,traffic lights
2024-11-04 13:16:25,Type1,traffic lights
2024-11-04 13:16:28,Type1,traffic lights
2024-11-04 13:16:30,Type1,traffic lights
2024-11-04 13:16:32,Type1,traffic lights
2024-11-04 13:16:35,Type1,traffic lights
2024-11-04 13:16:37,Type1,traffic lights
2024-11-04 13:16:39,Type1,traffic lights
2024-11-04 13:16:42,Type1,traffic lights
2024-11-04 13:16:44,Type1,traffic lights
2024-11-04 13:16:46,Type1,traffic lights
2024-11-04 13:16:48,Type1,traffic lights
2024-11-04 13:16:51,Type1,traffic lights
2024-11-04 13:16:53,Type1,traffic lights
2024-11-04 13:16:55,Type1,traffic lights
2024-11-04 13:16:58,Type1,traffic lights
2024-11-04 13:17:00,Type1,traffic lights
2024-11-04 13:17:02,Type1,traffic lights
2024-11-04 13:17:05,Type1,traffic lights
2024-11-04 13:17:07,Type1,traffic lights
2024-11-04 13:17:09,Type1,traffic lights
2024-11-04 13:17:11,Type1,traffic lights
2024-11-04 13:17:14,Type1,traffic lights
2024-11-04 13:17:16,Type1,traffic lights
2024-11-04 13:17:18,Type1,traffic lights
2024-11-04 13:17:21,Type1,traffic lights
2024-11-04 13:17:23,Type1,traffic lights
2024-11-04 13:17:25,Type1,traffic lights
2024-11-04 13:17:28,Type1,traffic lights
2024-11-04 13:17:30,Type1,traffic lights
2024-11-04 13:17:32,Type1,traffic lights
2024-11-04 13:17:34,Type1,traffic lights
2024-11-04 13:17:37,Type1,traffic lights
2024-11-04 13:17:39,Type1,traffic lights
2024-11-04 13:17:41,Type1,traffic lights
2024-11-04 13:17:44,Type1,traffic lights
2024-11-04 13:17:46,Type1,traffic lights
2024-11-04 13:17:48,Type1,traffic lights
2024-11-04 13:17:51,Type1,traffic lights
2024-11-04 13:17:53,Type2,motorcycles
2024-11-04 13:18:11,SOLVED,captcha solved
