epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,13.5772,0.1302,0.78901,0.99451,1.90033,0.00023744,0.00023744,0.00023744
2,28.2181,0.13423,0.79451,0.98022,1.90339,0.000381303,0.000381303,0.000381303
3,38.7513,0.32941,0.72967,0.99121,1.96868,0.000430918,0.000430918,0.000430918
4,49.4663,0.32181,0.77912,0.99011,1.92884,0.000289884,0.000289884,0.000289884
5,59.5023,0.503,0.7956,0.99451,1.91165,0.000148512,0.000148512,0.000148512
